,,0
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,LUMPECTOMY + SENTINEL NODE BIOPSY,-0.08358522776649957
LUMPECTOMY + SENTINEL NODE BIOPSY,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,-0.08358522776649957
אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,אבחנה-Histopatological degree,-0.08264767820811059
אבחנה-Histopatological degree,אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,-0.08264767820811059
שד-כריתה בגישה זעירה+בלוטות,T1,-0.08223052929750577
T1,שד-כריתה בגישה זעירה+בלוטות,-0.08223052929750577
T4,Undefined,-0.08204363772938364
Undefined,T4,-0.08204363772938364
כירו-שד-למפקטומי+בלוטות,T3,-0.0813306525232189
T3,כירו-שד-למפקטומי+בלוטות,-0.0813306525232189
T1,כירו-שד-מסטקטומי+בלוטות,-0.08120776219566654
כירו-שד-מסטקטומי+בלוטות,T1,-0.08120776219566654
LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC.,Undefined,-0.07971518995940466
Undefined,LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC.,-0.07971518995940466
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,אבחנה-Basic stage_c - Clinical,-0.07963744238418047
אבחנה-Basic stage_c - Clinical,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,-0.07963744238418047
אנמנזה רפואית,ביקור במרפאה קרינה,-0.0792051358040452
ביקור במרפאה קרינה,אנמנזה רפואית,-0.0792051358040452
אבחנה-Histological diagnosis_PHYLLODES TUMOR NOS,other.1,-0.07901263232958541
other.1,אבחנה-Histological diagnosis_PHYLLODES TUMOR NOS,-0.07901263232958541
RADICAL MODIFIED MASTECTOMY,כירו-שד-למפקטומי+בלוטות,-0.07883659377217125
כירו-שד-למפקטומי+בלוטות,RADICAL MODIFIED MASTECTOMY,-0.07883659377217125
אבחנה-Age,אבחנה-Nodes exam,-0.07870171325874481
אבחנה-Nodes exam,אבחנה-Age,-0.07870171325874481
כירו-שד-למפקטומי+בלוטות,MASTECTOMY,-0.07835694098786952
MASTECTOMY,כירו-שד-למפקטומי+בלוטות,-0.07835694098786952
כירורגיה-שד למפקטומי, Hospital_20.0,-0.07802254256192956
 Hospital_20.0,כירורגיה-שד למפקטומי,-0.07802254256192956
אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,Undefined,-0.07797266152088192
Undefined,אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,-0.07797266152088192
 Hospital_62.0, Hospital_60.0,-0.0779124052417179
 Hospital_60.0, Hospital_62.0,-0.0779124052417179
 Hospital_60.0,other.1,-0.07737584242565121
other.1, Hospital_60.0,-0.07737584242565121
אבחנה-Nodes exam,כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),-0.07682918745332548
כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),אבחנה-Nodes exam,-0.07682918745332548
כירורגיה-שד למפקטומי,other.1,-0.07579687110886274
other.1,כירורגיה-שד למפקטומי,-0.07579687110886274
LUMPECTOMY + SENTINEL NODE BIOPSY,LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC.,-0.07532313128912822
LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC.,LUMPECTOMY + SENTINEL NODE BIOPSY,-0.07532313128912822
כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),T2,-0.07525992797245182
T2,כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),-0.07525992797245182
אבחנה-KI67 protein,אבחנה-Nodes exam,-0.07509533515394361
אבחנה-Nodes exam,אבחנה-KI67 protein,-0.07509533515394361
אבחנה-Surgery sum,T3,-0.07503740722641758
T3,אבחנה-Surgery sum,-0.07503740722641758
אומדן סימפטומים ודיווח סיעודי,אבחנה-Age,-0.0746845461591682
אבחנה-Age,אומדן סימפטומים ודיווח סיעודי,-0.0746845461591682
אבחנה-Basic stage_p - Pathological,כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),-0.07443202736177898
כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),אבחנה-Basic stage_p - Pathological,-0.07443202736177898
TIS,אומדן סימפטומים ודיווח סיעודי,-0.07428960940234189
אומדן סימפטומים ודיווח סיעודי,TIS,-0.07428960940234189
LUMPECTOMY + SENTINEL NODE BIOPSY.1,other,-0.07385786616483181
other,LUMPECTOMY + SENTINEL NODE BIOPSY.1,-0.07385786616483181
אנמנזה רפואית,Undefined,-0.07372443324827296
Undefined,אנמנזה רפואית,-0.07372443324827296
OPEN BIOPSY OF BREAST,כירו-שד-למפקטומי+בלוטות,-0.0735526149944993
כירו-שד-למפקטומי+בלוטות,OPEN BIOPSY OF BREAST,-0.0735526149944993
other,כירורגיה-שד למפקטומי,-0.07339515644901497
כירורגיה-שד למפקטומי,other,-0.07339515644901497
 Hospital_20.0,T0,-0.07315210909975743
T0, Hospital_20.0,-0.07315210909975743
אבחנה-Her2,כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),-0.07314953296348345
כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),אבחנה-Her2,-0.07314953296348345
other,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,-0.07314821796610822
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,other,-0.07314821796610822
 Hospital_85.0,Undefined,-0.0731089303458962
Undefined, Hospital_85.0,-0.0731089303458962
אבחנה-Age,other,-0.07282603177171705
other,אבחנה-Age,-0.07282603177171705
 Hospital_20.0,T2,-0.07224507439880994
T2, Hospital_20.0,-0.07224507439880994
 Hospital_85.0,אבחנה-Histopatological degree,-0.07161959355196634
אבחנה-Histopatological degree, Hospital_85.0,-0.07161959355196634
אבחנה-Histological diagnosis_TUBULAR CARCINOMA,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,-0.07137736997693613
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,אבחנה-Histological diagnosis_TUBULAR CARCINOMA,-0.07137736997693613
 Hospital_20.0,OPEN BIOPSY OF BREAST,-0.07111151808112007
OPEN BIOPSY OF BREAST, Hospital_20.0,-0.07111151808112007
ביקור במרפאה,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,-0.07106556054344125
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,ביקור במרפאה,-0.07106556054344125
אבחנה-Her2,T2,-0.07105626777589256
T2,אבחנה-Her2,-0.07105626777589256
אבחנה-KI67 protein, Hospital_20.0,-0.07096191442794675
 Hospital_20.0,אבחנה-KI67 protein,-0.07096191442794675
LUMPECTOMY + SENTINEL NODE BIOPSY,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,-0.07075634679925141
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,LUMPECTOMY + SENTINEL NODE BIOPSY,-0.07075634679925141
אבחנה-Histological diagnosis_DUCTAL CARCINOMA IN SITU,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,-0.06969615582317411
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,אבחנה-Histological diagnosis_DUCTAL CARCINOMA IN SITU,-0.06969615582317411
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,אבחנה-Histological diagnosis_LOBULAR CARCINOMA IN SITU,-0.06969615582317357
אבחנה-Histological diagnosis_LOBULAR CARCINOMA IN SITU,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,-0.06969615582317357
other,אבחנה-Ivi -Lymphovascular invasion,-0.06967851429232387
אבחנה-Ivi -Lymphovascular invasion,other,-0.06967851429232387
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,אבחנה-Age,-0.06862950677223266
אבחנה-Age,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,-0.06862950677223266
אבחנה-Surgery sum,אומדן סימפטומים ודיווח סיעודי,-0.06859622558480719
אומדן סימפטומים ודיווח סיעודי,אבחנה-Surgery sum,-0.06859622558480719
ביקור במרפאה קרינה, Hospital_60.0,-0.06822797581598346
 Hospital_60.0,ביקור במרפאה קרינה,-0.06822797581598346
T2,T4,-0.06751830256992411
T4,T2,-0.06751830256992411
אבחנה-KI67 protein,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,-0.06712073122206647
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,אבחנה-KI67 protein,-0.06712073122206647
MASTECTOMY + AXILLARY DISSECTION,LUMPECTOMY + SENTINEL NODE BIOPSY,-0.06650268066142677
LUMPECTOMY + SENTINEL NODE BIOPSY,MASTECTOMY + AXILLARY DISSECTION,-0.06650268066142677
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,אבחנה-Nodes exam,-0.06634657383680709
אבחנה-Nodes exam,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,-0.06634657383680709
אבחנה-KI67 protein,אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,-0.06632407864724169
אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,אבחנה-KI67 protein,-0.06632407864724169
אבחנה-Ivi -Lymphovascular invasion,אבחנה-Histopatological degree,-0.06628118416300122
אבחנה-Histopatological degree,אבחנה-Ivi -Lymphovascular invasion,-0.06628118416300122
LUMPECTOMY + SENTINEL NODE BIOPSY,T4,-0.06584493685604077
T4,LUMPECTOMY + SENTINEL NODE BIOPSY,-0.06584493685604077
כירורגיה-שד למפקטומי,כירו-שד-מסטקטומי+בלוטות,-0.06584459397172875
כירו-שד-מסטקטומי+בלוטות,כירורגיה-שד למפקטומי,-0.06584459397172875
אבחנה-KI67 protein,User Name,-0.06564397049959778
User Name,אבחנה-KI67 protein,-0.06564397049959778
MASTECTOMY + SENTINEL NODE BIOPSY,other.1,-0.06552858122535761
other.1,MASTECTOMY + SENTINEL NODE BIOPSY,-0.06552858122535761
other.3,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,-0.06549095341119408
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,other.3,-0.06549095341119408
LUMPECTOMY + SENTINEL NODE BIOPSY,MASTECTOMY + SENTINEL NODE BIOPSY,-0.06512959602533885
MASTECTOMY + SENTINEL NODE BIOPSY,LUMPECTOMY + SENTINEL NODE BIOPSY,-0.06512959602533885
אבחנה-Histological diagnosis_LOBULAR INFILTRATING CARCINOMA,אבחנה-KI67 protein,-0.06401251845402914
אבחנה-KI67 protein,אבחנה-Histological diagnosis_LOBULAR INFILTRATING CARCINOMA,-0.06401251845402914
Undefined,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,-0.06398782903865242
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,Undefined,-0.06398782903865242
T4,אבחנה-Surgery sum,-0.06356889706945612
אבחנה-Surgery sum,T4,-0.06356889706945612
BILATERAL SIMPLE MASTECTOMY,other,-0.06332523750658456
other,BILATERAL SIMPLE MASTECTOMY,-0.06332523750658456
אבחנה-Her2,LUMPECTOMY + AXILLARY DISSECTION,-0.06329572311912272
LUMPECTOMY + AXILLARY DISSECTION,אבחנה-Her2,-0.06329572311912272
LUMPECTOMY + SENTINEL NODE BIOPSY,אומדן סימפטומים ודיווח סיעודי,-0.06317947684686474
אומדן סימפטומים ודיווח סיעודי,LUMPECTOMY + SENTINEL NODE BIOPSY,-0.06317947684686474
 Hospital_20.0,אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,-0.06295847845538581
אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS, Hospital_20.0,-0.06295847845538581
אבחנה-Positive nodes,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,-0.06165977271348169
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,אבחנה-Positive nodes,-0.06165977271348169
כירו-שד-מסטקטומי+בלוטות,אבחנה-Basic stage_p - Pathological,-0.061618849291944604
אבחנה-Basic stage_p - Pathological,כירו-שד-מסטקטומי+בלוטות,-0.061618849291944604
אבחנה-Her2,כירו-שד-למפקטומי+בלוטות,-0.061157376374503816
כירו-שד-למפקטומי+בלוטות,אבחנה-Her2,-0.061157376374503816
אבחנה-Positive nodes,MASTECTOMY + SENTINEL NODE BIOPSY,-0.06107186454885927
MASTECTOMY + SENTINEL NODE BIOPSY,אבחנה-Positive nodes,-0.06107186454885927
ביקור במרפאה, Hospital_60.0,-0.06037878956716691
 Hospital_60.0,ביקור במרפאה,-0.06037878956716691
אומדן סימפטומים ודיווח סיעודי,כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),-0.059831884347625854
כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),אומדן סימפטומים ודיווח סיעודי,-0.059831884347625854
אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,other.3,-0.05968076956575527
other.3,אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,-0.05968076956575527
אבחנה-Age,T2,-0.05947325846687202
T2,אבחנה-Age,-0.05947325846687202
other.3,שד-כריתה בגישה זעירה דרך העטרה,-0.05931590541883328
שד-כריתה בגישה זעירה דרך העטרה,other.3,-0.05931590541883328
other,ביקור במרפאה,-0.05884174699031583
ביקור במרפאה,other,-0.05884174699031583
אבחנה-Her2,אבחנה-Basic stage_c - Clinical,-0.05873667882317688
אבחנה-Basic stage_c - Clinical,אבחנה-Her2,-0.05873667882317688
כירו-שד-מסטקטומי+בלוטות, Hospital_20.0,-0.05872217826955318
 Hospital_20.0,כירו-שד-מסטקטומי+בלוטות,-0.05872217826955318
LUMPECTOMY + SENTINEL NODE BIOPSY,שד-כריתה בגישה זעירה דרך העטרה,-0.058525968675177
שד-כריתה בגישה זעירה דרך העטרה,LUMPECTOMY + SENTINEL NODE BIOPSY,-0.058525968675177
אבחנה-Her2,ביקור במרפאה קרינה,-0.058085049008501595
ביקור במרפאה קרינה,אבחנה-Her2,-0.058085049008501595
כירורגיה-שד למפקטומי,אומדן סימפטומים ודיווח סיעודי,-0.057929332428772976
אומדן סימפטומים ודיווח סיעודי,כירורגיה-שד למפקטומי,-0.057929332428772976
אבחנה-Surgery sum,שד-כריתה בגישה זעירה+בלוטות,-0.05725191592769644
שד-כריתה בגישה זעירה+בלוטות,אבחנה-Surgery sum,-0.05725191592769644
אבחנה-Basic stage_c - Clinical,ביקור במרפאה,-0.05669489771951448
ביקור במרפאה,אבחנה-Basic stage_c - Clinical,-0.05669489771951448
כירורגיה-שד למפקטומי,other.2,-0.056635683137161934
other.2,כירורגיה-שד למפקטומי,-0.056635683137161934
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,"אבחנה-Histological diagnosis_""CARCINOMA, NOS""",-0.056550033666582684
"אבחנה-Histological diagnosis_""CARCINOMA, NOS""",אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,-0.056550033666582684
T1,אבחנה-Basic stage_c - Clinical,-0.056403483151914416
אבחנה-Basic stage_c - Clinical,T1,-0.056403483151914416
אומדן סימפטומים ודיווח סיעודי,User Name,-0.0561245079511863
User Name,אומדן סימפטומים ודיווח סיעודי,-0.0561245079511863
אבחנה-Nodes exam,ביקור במרפאה קרינה,-0.056122388037965903
ביקור במרפאה קרינה,אבחנה-Nodes exam,-0.056122388037965903
other.1,MASTECTOMY + SENTINEL NODE BIOPSY.2,-0.05586915763838226
MASTECTOMY + SENTINEL NODE BIOPSY.2,other.1,-0.05586915763838226
other.1,RADICAL EXCISION OF AXILLARY LYMPH NODES,-0.05586915763838221
RADICAL EXCISION OF AXILLARY LYMPH NODES,other.1,-0.05586915763838221
other.1,SOLITARY LYMPH NODE BIOPSY.1,-0.05586915763838218
SOLITARY LYMPH NODE BIOPSY.1,other.1,-0.05586915763838218
אנמנזה רפואית,אבחנה-Her2,-0.05583024266648015
אבחנה-Her2,אנמנזה רפואית,-0.05583024266648015
MASTECTOMY + SENTINEL NODE BIOPSY,Undefined,-0.055747899483188514
Undefined,MASTECTOMY + SENTINEL NODE BIOPSY,-0.055747899483188514
אבחנה-Histopatological degree,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,-0.05528744738753197
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,אבחנה-Histopatological degree,-0.05528744738753197
אבחנה-Basic stage_c - Clinical,LUMPECTOMY + AXILLARY DISSECTION,-0.055269051347129367
LUMPECTOMY + AXILLARY DISSECTION,אבחנה-Basic stage_c - Clinical,-0.055269051347129367
שד-כריתה בגישה זעירה+בלוטות,כירורגיה-שד למפקטומי,-0.055033861805995364
כירורגיה-שד למפקטומי,שד-כריתה בגישה זעירה+בלוטות,-0.055033861805995364
אומדן סימפטומים ודיווח סיעודי,אבחנה-Histological diagnosis_LOBULAR INFILTRATING CARCINOMA,-0.054998672373456146
אבחנה-Histological diagnosis_LOBULAR INFILTRATING CARCINOMA,אומדן סימפטומים ודיווח סיעודי,-0.054998672373456146
שד-כריתה בגישה זעירה+בלוטות,כירו-שד-מסטקטומי+בלוטות,-0.05498245889388661
כירו-שד-מסטקטומי+בלוטות,שד-כריתה בגישה זעירה+בלוטות,-0.05498245889388661
אומדן סימפטומים ודיווח סיעודי,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,-0.05477513322679364
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,אומדן סימפטומים ודיווח סיעודי,-0.05477513322679364
דיווח סיעודי, Hospital_62.0,-0.054634790773395635
 Hospital_62.0,דיווח סיעודי,-0.054634790773395635
אבחנה-Basic stage_c - Clinical,TIS,-0.05458485612527383
TIS,אבחנה-Basic stage_c - Clinical,-0.05458485612527383
אבחנה-Histopatological degree, Hospital_20.0,-0.05427926928166241
 Hospital_20.0,אבחנה-Histopatological degree,-0.05427926928166241
אבחנה-Basic stage_c - Clinical,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,-0.053778872967340595
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,אבחנה-Basic stage_c - Clinical,-0.053778872967340595
שד-כריתה בגישה זעירה+בלוטות, Hospital_60.0,-0.05365359026671743
 Hospital_60.0,שד-כריתה בגישה זעירה+בלוטות,-0.05365359026671743
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,אבחנה-Histological diagnosis_INTRADUCTAL PAPILLARY CARCINOMA,-0.05331414950283393
אבחנה-Histological diagnosis_INTRADUCTAL PAPILLARY CARCINOMA,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,-0.05331414950283393
Undefined,אבחנה-Age,-0.05305471227096164
אבחנה-Age,Undefined,-0.05305471227096164
Undefined,OPEN BIOPSY OF BREAST,-0.052993513567556653
OPEN BIOPSY OF BREAST,Undefined,-0.052993513567556653
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,אבחנה-Histopatological degree,-0.052772186724300015
אבחנה-Histopatological degree,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,-0.052772186724300015
אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,אבחנה-Her2,-0.05269070637792634
אבחנה-Her2,אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,-0.05269070637792634
 Hospital_20.0,MASTECTOMY + SENTINEL NODE BIOPSY,-0.05198793776406844
